label,text
spam,"ATTENTION This is your FINAL WARNING. Your bank subscription has expired. Update your billing information now to avoid account closure. Text STOP to unsubscribe (but hurry, offer ends soon)!"
ham,"Hi, Your order of marketing has shipped and should arrive by Monday. You can track it using the link in your account. Talk soon."
spam,"Hello Valued Customer Your email password was reset! If this wasn't you, click below immediately to secure your account: http://claim-your-prize!example!ru/verify Limited spots available, don't miss out!"
spam,"URGENT NOTICE Refinance your mortgage today and SAVE thousands! Rates as low as 0!9% APR, approval guaranteed regardless of credit score! Click here now: http://secure-login-update!example!info"
ham,"Hello, Happy birthday! Hope you have a wonderful day, let's catch up for coffee sometime next week if you're free. Appreciate it."
ham,"Hi, Here's the invoice for marketing — total comes to $45.5. Let me know if you need it in a different format."
spam,"URGENT NOTICE Hot singles in your area are waiting to chat with YOU right now! Click below for FREE access, no credit card required!!! Click here now: http://bit.ly/free-cash-now"
spam,"Hi there!!! You have WON $500 in the Global Sweepstakes Lottery! To claim your prize, click the link below and enter your bank details within 24 hours."
spam,FINAL REMINDER This is your FINAL WARNING! Your PayPal subscription has expired! Update your billing information now to avoid account closure! Click here now: http://bit!ly/free-cash-now
ham,"Good morning, Loved catching up with you last night! We should plan that trip to the downtown office soon, maybe over the long weekend. Best,"
spam,"Dear Winner Make $5000 per week working from home! No experience needed. Just send a small registration fee of $49 to get started TODAY. For your security, verify now: http://secure-login-update.example.info"
spam,"Breaking: Refinance your mortgage today and SAVE thousands! Rates as low as 0!9% APR, approval guaranteed regardless of credit score! Click here now: http://claim-your-prize!example!ru/verify"
spam,"Dear Beneficiary Meet gorgeous women near you tonight! Sign up FREE, no strings attached, thousands of members online right now!!! For your security, verify now: http://account-verify.example.top"
spam,"Dear Beneficiary Your account will be SUSPENDED unless you verify your password immediately! Click here to confirm your identity: http://account-verify!example!top Don't delay, click below to proceed!"
ham,"Hello, Can we push our team sync to Thursday? Something came up on my end and I want to make sure I'm fully prepared."
spam,"Hi there!!! Hot singles in your area are waiting to chat with YOU right now! Click below for FREE access, no credit card required!!! This is not a scam, 100% legit and guaranteed!!!"
spam,"CONGRATULATIONS!!! You've been chosen for a FREE cruise to the Bahamas! Just pay a small processing fee of $99 to reserve your spot now! This is not a scam, 100% legit and guaranteed!!!"
ham,"Hey team, Quick question about the office chairs order — did it ship yet? Tracking still shows it's processing. Talk soon."
ham,"Hi Sarah, Could you review the pull request I opened this morning? Nothing urgent, just want your eyes on the website redesign changes."
spam,"ACT NOW Hot singles in your area are waiting to chat with YOU right now! Click below for FREE access, no credit card required!!! Click here now: http://bit!ly/free-cash-now"
ham,"Hi all, Just confirming our reservation at the downtown office for Tuesday at 2:30 PM. Looking forward to seeing everyone! Appreciate it."
spam,"CONGRATULATIONS!!! Invest in Dogecoin today and turn $100 into $10,000 in just 7 days!! Guaranteed returns, act before this offer closes! Reply IMMEDIATELY to claim."
ham,"Hey, Following up on our call from earlier — I'll send the updated slide deck by end of day tomorrow. Best,"
ham,"Hi all, Great meeting you at the conference! Would love to grab lunch and talk more about the Q3 roadmap project sometime. Appreciate it."
ham,"Hi John, Just confirming our reservation at the lake house for Tuesday at 2:30 PM. Looking forward to seeing everyone!"
spam,"URGENT NOTICE Earn passive income of $500/month with our proven system! No skills, no experience, just click below to start earning today! Reply IMMEDIATELY to claim!"
spam,"Dear Winner This is your FINAL WARNING. Your bank subscription has expired. Update your billing information now to avoid account closure. This is not a scam, 100% legit and guaranteed!!!"
ham,"Dear Priya, Your order of office chairs has shipped and should arrive by next week. You can track it using the link in your account."
ham,"Hey, Reminder: your dentist appointment is on next week at 11:30 AM. Call the office if you need to reschedule."
spam,"Hi there!!! This is your FINAL WARNING! Your email subscription has expired! Update your billing information now to avoid account closure! Limited spots available, don't miss out!"
ham,"Hey, Loved catching up with you last night! We should plan that trip to that new Italian place soon, maybe over the long weekend."
spam,ATTENTION Your package could not be delivered. Pay a redelivery fee of $2.99 immediately or your parcel will be returned: http://secure-login-update.example.info
spam,"ACT NOW Make $1000000 per week working from home! No experience needed. Just send a small registration fee of $49 to get started TODAY. Text STOP to unsubscribe (but hurry, offer ends soon)!"
ham,"Hey team, Thanks for sending over the report. I reviewed it and left a few comments in the shared doc. Overall looks great! Talk soon."
ham,"Dear Priya, Here's the invoice for onboarding — total comes to $899. Let me know if you need it in a different format. Best,"
ham,"Good morning, Your order of marketing has shipped and should arrive by Wednesday. You can track it using the link in your account."
ham,"Good morning, Just confirming our reservation at Marco's for Tuesday at 4:00 PM. Looking forward to seeing everyone! Appreciate it."
spam,Limited Time Offer This is your FINAL WARNING! Your Amazon Prime subscription has expired! Update your billing information now to avoid account closure! Reply IMMEDIATELY to claim!
spam,"Breaking: URGENT: Your tax refund of $500 is pending. Submit your social security number and banking info to release the funds. Limited spots available, don't miss out!"
spam,"Hi there!!! Earn passive income of $5000/month with our proven system. No skills, no experience, just click below to start earning today!"
spam,"ACT NOW CLICK HERE to claim your free iPhone 14! Limited stock available, only 3 left, hurry before it's too late!!! Reply IMMEDIATELY to claim!"
spam,"Hi there!!! Your PayPal password was reset! If this wasn't you, click below immediately to secure your account: http://bit!ly/free-cash-now This is not a scam, 100% legit and guaranteed!!!"
spam,"GOOD NEWS Make $10000 per week working from home! No experience needed! Just send a small registration fee of $49 to get started TODAY! For your security, verify now: http://claim-your-prize!example!ru/verify"
ham,"Good morning, Great meeting you at the conference! Would love to grab lunch and talk more about the Q3 roadmap project sometime. Best,"
spam,ATTENTION Your package could not be delivered. Pay a redelivery fee of $2.99 immediately or your parcel will be returned: http://account-verify.example.top Reply IMMEDIATELY to claim.
spam,"ACT NOW Get a pre-approved loan of $500 with ZERO credit check! Apply now, funds sent within 1 hour, no paperwork required. For your security, verify now: http://bit.ly/free-cash-now"
spam,"Important Update You have WON $500 in the Euro Millions Lottery! To claim your prize, click the link below and enter your bank details within 24 hours."
ham,"Hi all, Loved catching up with you last night! We should plan that trip to that new Italian place soon, maybe over the long weekend. Let me know either way."
spam,"Hello Valued Customer This is your FINAL WARNING. Your Amazon Prime subscription has expired. Update your billing information now to avoid account closure. Don't delay, click below to proceed."
spam,"Important Update Your account will be SUSPENDED unless you verify your password immediately. Click here to confirm your identity: http://claim-your-prize.example.ru/verify Don't delay, click below to proceed."
ham,"Hi all, Thanks so much for your help moving last weekend, really appreciate it! Let's grab dinner soon to say thanks properly. Talk soon."
spam,"Dear Beneficiary You've been chosen for a FREE cruise to the Bahamas! Just pay a small processing fee of $99 to reserve your spot now. Limited spots available, don't miss out!"
spam,"Limited Time Offer We noticed unusual sign-in activity on your account. Verify your identity now or your account will be permanently locked: http://secure-login-update.example.info Don't delay, click below to proceed."
spam,"Breaking: Your package could not be delivered. Pay a redelivery fee of $2.99 immediately or your parcel will be returned: http://secure-login-update.example.info Don't delay, click below to proceed."
spam,"FINAL REMINDER Your account will be SUSPENDED unless you verify your password immediately! Click here to confirm your identity: http://secure-login-update!example!info This is not a scam, 100% legit and guaranteed!!!"
spam,"FINAL REMINDER Buy cheap Viagra online with 80% discount, no prescription needed! Fast, discreet shipping worldwide. Order now! Limited spots available, don't miss out!"
ham,"Dear Priya, Following up on our call from earlier — I'll send the updated slide deck by end of day tomorrow. Best,"
ham,"Hello, Following up on our call from earlier — I'll send the updated meeting notes by end of day tomorrow. Best,"
spam,"Limited Time Offer Make $25000 per week working from home! No experience needed. Just send a small registration fee of $49 to get started TODAY. Don't delay, click below to proceed."
ham,"Good morning, Here's the invoice for website redesign — total comes to $45.5. Let me know if you need it in a different format."
spam,"You have been selected Your computer has a VIRUS! Download our antivirus tool immediately to remove 27 threats detected on your device: http://claim-your-prize!example!ru/verify 100% risk free, cancel anytime!"
spam,"You have been selected This is your FINAL WARNING. Your PayPal subscription has expired. Update your billing information now to avoid account closure. This is not a scam, 100% legit and guaranteed!!!"
spam,FINAL REMINDER This is your FINAL WARNING. Your Amazon Prime subscription has expired. Update your billing information now to avoid account closure.
spam,"Dear Winner Hot singles in your area are waiting to chat with YOU right now! Click below for FREE access, no credit card required!!! For your security, verify now: http://secure-login-update.example.info"
spam,"FINAL REMINDER Buy cheap painkillers online with 80% discount, no prescription needed! Fast, discreet shipping worldwide. Order now! This is not a scam, 100% legit and guaranteed!!!"
spam,"You have been selected CLICK HERE to claim your free iPhone 15 Pro! Limited stock available, only 3 left, hurry before it's too late!!! 100% risk free, cancel anytime."
ham,"Hi, Can we push our 1:1 to Friday? Something came up on my end and I want to make sure I'm fully prepared. Thanks!"
spam,"Breaking: You have WON $5000 in the Euro Millions Lottery! To claim your prize, click the link below and enter your bank details within 24 hours! 100% risk free, cancel anytime!"
spam,"Limited Time Offer Your package could not be delivered. Pay a redelivery fee of $2.99 immediately or your parcel will be returned: http://secure-login-update.example.info For your security, verify now: http://claim-your-prize.example.ru/verify"
ham,"Hey, Happy birthday! Hope you have a wonderful day, let's catch up for coffee sometime next week if you're free."
ham,"Hi all, The kids' school project is due on Tuesday, can you pick up some poster board on your way home tonight? Best,"
ham,"Hi Team, Attaching the contract for tomorrow's 1:1. Let me know if I missed anything before I send it to the client."
ham,"Hi, Here are my notes from today's budget meeting — action items are highlighted at the bottom, due by Friday. Thanks!"
ham,"Dear Priya, Following up on our call from earlier — I'll send the updated contract by end of day tomorrow."
spam,"Hello Valued Customer Your computer has a VIRUS! Download our antivirus tool immediately to remove 27 threats detected on your device: http://secure-login-update.example.info Text STOP to unsubscribe (but hurry, offer ends soon)!"
ham,"Hi Sarah, Here's the invoice for Q3 roadmap — total comes to $349.99. Let me know if you need it in a different format. Let me know either way."
ham,"Good morning, Great meeting you at the conference! Would love to grab lunch and talk more about the laptop project sometime. Let me know either way."
ham,"Hi, Can we push our team sync to Thursday? Something came up on my end and I want to make sure I'm fully prepared."
spam,You have been selected Make $250000 per week working from home! No experience needed. Just send a small registration fee of $49 to get started TODAY.
ham,"Hi John, Following up on our call from earlier — I'll send the updated meeting notes by end of day tomorrow. Thanks!"
spam,"FINAL REMINDER Your computer has a VIRUS! Download our antivirus tool immediately to remove 27 threats detected on your device: http://bit.ly/free-cash-now For your security, verify now: http://secure-login-update.example.info"
ham,"Hi John, Here's the invoice for laptop — total comes to $45.5. Let me know if you need it in a different format."
spam,"Dear Winner Lose 15kg in just 2 weeks with this ONE weird trick doctors don't want you to know about! Order your free trial now! 100% risk free, cancel anytime!"
ham,"Hi Team, Can you send over your availability for next week? Want to lock in time for the website redesign kickoff. Appreciate it."
ham,"Hi John, Happy birthday! Hope you have a wonderful day, let's catch up for coffee sometime next week if you're free. Thanks!"
